Route_Name,Start_Location,End_Location,Station_Name,Station_Type,Latitude,Longitude,Station_Distance_km,Distance_from_End_km,Fare_INR,Travel_Time_min
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 027,Bus,18.538763,73.889515,2.09,11.34,9,8
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 028,Bus,18.539268,73.887506,2.166,11.264,11,6
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 029,Bus,18.538152,73.888793,2.243,11.187,9,7
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 030,Bus,18.536795,73.889077,2.319,11.111,10,7
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 031,Bus,18.536271,73.887821,2.395,11.035,11,8
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 032,Bus,18.53561,73.887478,2.472,10.958,10,7
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 033,Bus,18.53423,73.886057,2.548,10.882,11,8
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 034,Bus,18.535741,73.886276,2.624,10.806,11,7
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 035,Bus,18.53303,73.884975,2.7,10.73,12,11
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 036,Bus,18.53267,73.885383,2.777,10.653,12,9
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 037,Bus,18.533853,73.886994,2.853,10.577,11,10
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 038,Bus,18.531347,73.887732,2.929,10.501,11,9
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 039,Bus,18.532041,73.885415,3.006,10.424,12,10
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 040,Bus,18.528614,73.887251,3.082,10.348,12,10
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 041,Bus,18.52886,73.883846,3.158,10.272,12,10
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 042,Bus,18.530148,73.886859,3.234,10.196,14,12
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 043,Bus,18.529796,73.885102,3.311,10.119,14,10
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 044,Bus,18.528522,73.885078,3.387,10.043,14,13
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 045,Bus,18.528012,73.884364,3.463,9.967,13,14
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 046,Bus,18.526846,73.883834,3.54,9.89,13,14
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 047,Bus,18.525518,73.883403,3.616,9.814,15,13
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 048,Bus,18.524125,73.883293,3.692,9.738,14,11
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 049,Bus,18.524046,73.882233,3.769,9.661,14,11
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 050,Bus,18.524339,73.883974,3.845,9.585,13,13
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 051,Bus,18.524288,73.881348,3.921,9.509,15,13
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 052,Bus,18.52212,73.883101,3.997,9.433,15,14
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 053,Bus,18.521484,73.881913,4.074,9.356,15,15
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 054,Bus,18.522068,73.881063,4.15,9.28,16,12
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 055,Bus,18.52107,73.880514,4.226,9.204,15,12
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 056,Bus,18.519863,73.881581,4.303,9.127,16,15
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 057,Bus,18.518428,73.881422,4.379,9.051,15,13
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 058,Bus,18.519045,73.881256,4.455,8.975,15,17
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 059,Bus,18.518598,73.881649,4.532,8.898,16,16
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 060,Bus,18.517877,73.879959,4.608,8.822,16,14
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 061,Bus,18.517233,73.880481,4.684,8.746,17,18
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 062,Bus,18.516532,73.879823,4.76,8.67,17,17
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 063,Bus,18.51529,73.879005,4.837,8.593,16,15
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 064,Bus,18.514087,73.880679,4.913,8.517,17,18
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 065,Bus,18.513572,73.878469,4.989,8.441,17,17
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 066,Bus,18.513351,73.879483,5.066,8.364,17,17
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 067,Bus,18.513048,73.87951,5.142,8.288,17,16
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 068,Bus,18.512103,73.878479,5.218,8.212,18,17
Pune Railway Station–Katraj,Pune Railway Station,Katraj,Camp,Bus,18.511332,73.879716,5.295,8.135,17,17
Pune Railway Station–Katraj,Pune Railway Station,Katraj,Camp,Bus,18.51105,73.878248,5.295,8.135,18,14
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 071,Bus,18.512091,73.877755,5.371,8.059,19,18
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 072,Bus,18.51102,73.876744,5.447,7.983,18,19
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 073,Bus,18.510787,73.876154,5.524,7.906,18,19
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 074,Bus,18.511107,73.877464,5.6,7.83,18,20
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 075,Bus,18.509474,73.874024,5.676,7.754,18,18
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 076,Bus,18.509433,73.876608,5.753,7.677,19,22
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 077,Bus,18.508445,73.875279,5.829,7.601,18,18
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 078,Bus,18.510014,73.872949,5.905,7.525,19,16
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 079,Bus,18.508711,73.874119,5.982,7.448,19,21
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 080,Bus,18.507537,73.872077,6.058,7.372,19,22
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 081,Bus,18.506959,73.870852,6.134,7.296,19,19
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 082,Bus,18.506489,73.870109,6.211,7.219,20,23
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 083,Bus,18.506619,73.869896,6.287,7.143,21,20
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 084,Bus,18.506363,73.868691,6.363,7.067,21,21
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 085,Bus,18.506025,73.870027,6.44,6.99,20,24
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 086,Bus,18.503749,73.869083,6.516,6.914,21,21
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 087,Bus,18.50591,73.86724,6.592,6.838,21,20
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 088,Bus,18.50585,73.867967,6.669,6.761,22,23
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 089,Bus,18.503532,73.867011,6.745,6.685,22,23
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 090,Bus,18.504127,73.866541,6.821,6.609,21,22
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 091,Bus,18.503695,73.865167,6.898,6.532,21,25
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 092,Bus,18.502983,73.864197,6.974,6.456,22,21
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 093,Bus,18.502343,73.864029,7.05,6.38,22,25
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 094,Bus,18.501428,73.865165,7.127,6.303,22,25
Pune Railway Station–Katraj,Pune Railway Station,Katraj,Swargate Bus Stand,Bus,18.502473,73.864087,7.203,6.227,22,21
Pune Railway Station–Katraj,Pune Railway Station,Katraj,Swargate Bus Stand,Bus,18.500726,73.863347,7.203,6.227,22,21
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 097,Bus,18.501908,73.863545,7.279,6.151,22,24
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 098,Bus,18.50213,73.863577,7.355,6.075,23,22
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 099,Bus,18.499766,73.862846,7.431,5.999,23,23
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 100,Bus,18.499057,73.862803,7.506,5.924,24,22
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 101,Bus,18.498854,73.863522,7.582,5.848,22,22
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 102,Bus,18.496996,73.861523,7.658,5.772,23,23
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 103,Bus,18.495494,73.862825,7.734,5.696,23,25
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 104,Bus,18.495417,73.860528,7.809,5.621,24,25
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 105,Bus,18.495948,73.864076,7.885,5.545,24,23
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 106,Bus,18.49497,73.862583,7.961,5.469,25,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 107,Bus,18.494378,73.861665,8.037,5.393,24,22
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 108,Bus,18.494385,73.861343,8.113,5.317,25,24
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 109,Bus,18.493201,73.861664,8.188,5.242,26,26
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 110,Bus,18.491791,73.862031,8.264,5.166,25,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 111,Bus,18.491523,73.860464,8.34,5.09,26,30
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 112,Bus,18.491429,73.860181,8.416,5.014,25,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 113,Bus,18.49036,73.860724,8.492,4.938,26,27
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 114,Bus,18.490544,73.860942,8.567,4.863,25,27
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 115,Bus,18.488992,73.861048,8.643,4.787,25,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 116,Bus,18.489462,73.860671,8.719,4.711,26,26
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 117,Bus,18.487696,73.859007,8.795,4.635,26,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 118,Bus,18.486173,73.859643,8.87,4.56,27,33
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 119,Bus,18.485875,73.859569,8.946,4.484,27,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 120,Bus,18.485745,73.859974,9.022,4.408,27,33
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 121,Bus,18.484981,73.85977,9.098,4.332,26,30
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 122,Bus,18.484427,73.857632,9.174,4.256,28,28
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 123,Bus,18.482961,73.858928,9.249,4.181,27,31
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 124,Bus,18.482082,73.859355,9.325,4.105,27,31
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 125,Bus,18.483612,73.859681,9.401,4.029,27,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 126,Bus,18.481554,73.85973,9.477,3.953,29,33
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 127,Bus,18.481181,73.858099,9.553,3.877,28,35
Pune Railway Station–Katraj,Pune Railway Station,Katraj,Padmavati,Bus,18.479909,73.857958,9.628,3.802,29,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,Padmavati,Bus,18.480089,73.858336,9.628,3.802,28,30
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 130,Bus,18.479852,73.85831,9.704,3.726,28,33
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 131,Bus,18.479398,73.859369,9.78,3.65,28,35
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 132,Bus,18.479132,73.857336,9.856,3.574,28,31
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 133,Bus,18.475653,73.859379,9.932,3.498,29,34
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 134,Bus,18.475926,73.85856,10.008,3.422,28,36
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 135,Bus,18.475408,73.857406,10.084,3.346,29,37
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 136,Bus,18.476101,73.859563,10.16,3.27,29,38
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 137,Bus,18.474531,73.856991,10.236,3.194,29,30
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 138,Bus,18.473879,73.859485,10.313,3.117,30,38
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 139,Bus,18.472457,73.859427,10.389,3.041,29,31
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 140,Bus,18.472952,73.859851,10.465,2.965,30,29
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 141,Bus,18.472384,73.858718,10.541,2.889,30,36
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 142,Bus,18.472569,73.859477,10.617,2.813,30,34
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 143,Bus,18.470914,73.858965,10.693,2.737,30,33
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 144,Bus,18.469905,73.859112,10.769,2.661,30,31
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 145,Bus,18.469446,73.861297,10.845,2.585,31,35
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 146,Bus,18.46781,73.858745,10.921,2.509,31,36
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 147,Bus,18.469409,73.859977,10.997,2.433,31,32
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 148,Bus,18.467021,73.861084,11.073,2.357,31,31
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 149,Bus,18.466396,73.861821,11.149,2.281,32,32
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 150,Bus,18.466746,73.860078,11.225,2.205,33,39
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 151,Bus,18.467254,73.860091,11.301,2.129,31,35
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 152,Bus,18.465446,73.860923,11.377,2.053,33,34
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 153,Bus,18.465217,73.862041,11.453,1.977,32,37
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 154,Bus,18.463526,73.860297,11.529,1.901,32,41
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 155,Bus,18.463192,73.860466,11.605,1.825,33,40
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 156,Bus,18.463759,73.861225,11.681,1.749,33,39
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 157,Bus,18.46118,73.861372,11.757,1.673,32,38
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 158,Bus,18.459718,73.860555,11.833,1.597,34,37
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 159,Bus,18.46108,73.860914,11.909,1.521,34,36
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 160,Bus,18.458606,73.861977,11.985,1.445,34,40
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 161,Bus,18.459717,73.862231,12.061,1.369,34,44
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 162,Bus,18.458889,73.861159,12.137,1.293,35,37
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 163,Bus,18.456279,73.863073,12.213,1.217,34,38
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 164,Bus,18.456482,73.861779,12.289,1.141,35,38
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 165,Bus,18.457127,73.862533,12.365,1.065,34,37
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 166,Bus,18.455753,73.863928,12.441,0.989,35,40
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 167,Bus,18.454197,73.863046,12.517,0.913,36,36
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 168,Bus,18.454082,73.862627,12.593,0.837,34,40
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 169,Bus,18.454583,73.862926,12.669,0.761,35,38
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 170,Bus,18.453115,73.863486,12.745,0.685,36,40
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 171,Bus,18.451716,73.862065,12.821,0.609,36,45
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 172,Bus,18.450496,73.861271,12.897,0.533,36,42
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 173,Bus,18.452301,73.862069,12.973,0.457,36,46
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 174,Bus,18.449803,73.862839,13.049,0.381,36,43
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 175,Bus,18.44955,73.863821,13.125,0.305,37,38
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 176,Bus,18.449316,73.86281,13.202,0.228,37,42
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 177,Bus,18.447818,73.86361,13.278,0.152,36,46
Pune Railway Station–Katraj,Pune Railway Station,Katraj,PUN-KAT Stop 178,Bus,18.447077,73.864778,13.354,0.076,37,41
Pune Railway Station–Katraj,Pune Railway Station,Katraj,Katraj End,Bus,18.446993,73.864188,13.43,0.0,38,39
Swargate–Katraj,Swargate,Katraj,Swargate Start,Bus,18.501846,73.862232,0.0,6.69,5,0
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 001,Bus,18.500195,73.864112,0.037,6.653,5,0
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 002,Bus,18.501084,73.863287,0.075,6.615,6,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 003,Bus,18.500636,73.863629,0.112,6.578,6,3
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 004,Bus,18.499864,73.862645,0.149,6.541,5,0
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 005,Bus,18.500126,73.862402,0.187,6.503,5,1
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 006,Bus,18.49997,73.861739,0.224,6.466,6,1
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 007,Bus,18.50014,73.863397,0.261,6.429,6,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 008,Bus,18.499196,73.863722,0.298,6.392,5,1
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 009,Bus,18.499997,73.863664,0.336,6.354,6,0
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 010,Metro,18.496866,73.861746,0.373,6.317,5,1
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 011,Bus,18.497512,73.862707,0.41,6.28,6,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 012,Bus,18.4981,73.862022,0.448,6.242,6,3
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 013,Bus,18.497509,73.861916,0.485,6.205,7,0
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 014,Bus,18.496545,73.861312,0.522,6.168,6,1
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 015,Bus,18.495969,73.861272,0.56,6.13,6,1
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 016,Bus,18.495601,73.863114,0.597,6.093,6,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 017,Bus,18.495296,73.864294,0.634,6.056,7,4
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 018,Metro,18.496124,73.862252,0.672,6.018,6,3
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 019,Bus,18.494716,73.862582,0.709,5.981,6,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 020,Bus,18.494616,73.862036,0.746,5.944,7,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 021,Bus,18.496799,73.861779,0.784,5.906,6,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 022,Bus,18.495344,73.86121,0.821,5.869,8,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 023,Bus,18.49407,73.863106,0.858,5.832,6,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 024,Bus,18.493271,73.863056,0.895,5.795,7,3
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 025,Bus,18.494012,73.861073,0.933,5.757,8,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 026,Bus,18.493626,73.862218,0.97,5.72,8,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 027,Metro,18.493291,73.860101,1.007,5.683,7,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 028,Bus,18.491886,73.861076,1.045,5.645,8,4
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 029,Bus,18.492082,73.861687,1.082,5.608,8,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 030,Bus,18.491958,73.860039,1.119,5.571,8,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 031,Metro,18.491793,73.861513,1.157,5.533,8,3
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 032,Bus,18.491611,73.861806,1.194,5.496,9,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 033,Metro,18.491504,73.861226,1.231,5.459,8,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 034,Bus,18.490455,73.859447,1.269,5.421,7,4
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 035,Bus,18.490528,73.860858,1.306,5.384,8,4
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 036,Bus,18.490076,73.859588,1.343,5.347,8,2
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 037,Bus,18.488667,73.861369,1.38,5.31,9,3
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 038,Bus,18.489175,73.860988,1.418,5.272,8,4
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 039,Bus,18.488903,73.860384,1.455,5.235,9,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 040,Bus,18.489304,73.859864,1.492,5.198,8,7
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 041,Bus,18.488305,73.859824,1.53,5.16,9,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 042,Bus,18.487554,73.859863,1.567,5.123,9,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 043,Bus,18.487753,73.859645,1.604,5.086,10,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 044,Bus,18.488254,73.859229,1.642,5.048,9,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 045,Metro,18.486774,73.85951,1.679,5.011,8,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 046,Bus,18.487755,73.859936,1.716,4.974,10,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 047,Bus,18.487096,73.858507,1.754,4.936,8,3
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 048,Bus,18.486158,73.860324,1.791,4.899,8,4
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 049,Bus,18.485684,73.860382,1.828,4.862,10,7
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 050,Bus,18.484878,73.860574,1.865,4.825,10,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 051,Bus,18.486805,73.859073,1.903,4.787,9,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 052,Bus,18.484284,73.860443,1.94,4.75,9,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 053,Bus,18.485578,73.858779,1.977,4.713,9,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 054,Bus,18.483652,73.858888,2.015,4.675,10,8
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 055,Bus,18.482586,73.858296,2.052,4.638,10,7
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 056,Bus,18.482532,73.858333,2.089,4.601,10,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 057,Bus,18.482981,73.859052,2.127,4.563,10,9
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 058,Metro,18.483923,73.857983,2.164,4.526,10,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 059,Bus,18.483144,73.858527,2.201,4.489,11,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 060,Bus,18.481991,73.859155,2.239,4.451,11,5
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 061,Bus,18.480806,73.858838,2.276,4.414,10,6
Swargate–Katraj,Swargate,Katraj,SWA-KAT Stop 062,Bus,18.481512,73.858843,2.313,4.377,12,9
